"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",15.20068,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",14.30519,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",12.90808,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",13.265,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",12.43661,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",12.89121,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",12.8198,
"BEL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",12.7263,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",10.0757,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",9.73128,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",9.20386,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",9.02038,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",7.90157,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.34895,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.61087,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.28206,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",7.498,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",7.2834,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.20744,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",7.27823,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",7.07298,
"CAN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",7.09026,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",26.57272,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",25.4092,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",21.63619,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.15796,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.61879,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.92894,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",19.19432,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",18.86504,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",18.3344,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.80795,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",16.88553,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.91918,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",17.16555,
"CZE","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",16.96525,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",16.06528,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",14.33915,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",14.55761,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",13.08338,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",13.35076,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",13.61736,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",10.86565,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",10.48783,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",11.0559,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.18456,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",9.30205,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",10.28813,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",9.87276,
"DNK","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",9.78493,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",8.80595,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",8.07879,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",7.64582,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",7.20585,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",7.35265,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.16954,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",6.48428,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",6.09858,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",6.49007,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",5.71918,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",5.67993,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.3344,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",5.67502,
"FIN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",5.63829,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",18.1495,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",16.87673,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",15.93904,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",14.76798,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",14.86064,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",14.78044,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.52899,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",13.44807,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",11.50913,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",12.23154,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.43916,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",11.38728,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",11.49229,
"FRA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",11.36678,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",20.76892,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",18.86544,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",16.60591,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.24012,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",16.25385,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",15.74135,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.95161,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",13.71588,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",12.37438,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",12.85765,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.89868,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",12.00724,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",12.04758,
"DEU","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",11.92769,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",19.6107,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",19.26282,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",20.77866,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",19.23783,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",19.15183,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",19.81029,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",17.43828,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",16.76962,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",15.79873,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",16.15492,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",14.53957,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",14.51079,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",14.58649,
"GRC","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",14.3205,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",25.46559,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",25.02526,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",21.50019,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",20.40456,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.21153,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",20.93728,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.5864,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.64081,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",17.67609,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.68824,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.85458,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",16.69836,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",16.74279,
"HUN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",16.59597,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",7.71294,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",7.32157,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",7.71057,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",7.47489,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",7.34296,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",7.56968,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",6.90333,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",6.79215,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",6.62412,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",6.50414,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.09614,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",6.37648,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",6.36308,
"ISL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",6.37407,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",12.39506,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",11.58553,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",11.01114,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",10.45882,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",9.88104,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",10.05576,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",9.14468,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",8.78012,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",8.51283,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",8.37593,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",7.83292,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",7.65697,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",7.91037,
"IRL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",7.84751,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",25.91161,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",24.33125,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",23.86368,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",21.21262,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",20.08757,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",21.19496,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",18.63516,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",17.91081,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",16.90861,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",17.81045,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",15.5574,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",15.87492,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",16.03252,
"ITA","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",15.84764,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",13.39161,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",12.99866,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",12.98422,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",12.21972,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",11.7169,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",12.88466,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.3169,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",13.57522,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",13.92358,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",13.60057,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",13.54399,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",13.76077,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",13.65838,
"JPN","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",13.64744,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",25.14537,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",24.39391,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",24.25141,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.5744,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",22.90255,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",25.51607,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",25.8422,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",27.5698,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",28.2092,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",27.00426,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",27.82776,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",26.90111,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",27.44769,
"KOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",27.44749,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",16.1679,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",14.9486,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",13.1477,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",12.5606,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",13.2019,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",12.8616,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",11.5151,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",11.9205,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",10.1599,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",10.6276,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",9.9328,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",9.85495,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",10.1541,
"LUX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",10.0889,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",33.59075,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",32.71004,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",30.24773,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",23.1219,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",21.48361,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",24.59022,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",22.70436,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",23.50785,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",21.96107,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",22.04218,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",21.21349,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",20.36548,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",20.3613,
"MEX","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",20.10763,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",19.77972,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",18.40882,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",16.79264,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",15.30029,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",15.70982,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",15.51002,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",13.81851,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",12.73403,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",12.19208,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",12.65138,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",11.52338,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",12.42328,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",12.07335,
"NLD","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",12.03303,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",6.82087,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",6.76613,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",6.75737,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",6.3538,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",6.29372,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",6.10495,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",6.22838,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",6.25727,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",6.04863,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",6.0042,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.07848,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",5.98442,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",6.03511,
"NZL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",6.05027,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",11.28209,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",10.17528,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",10.13793,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",8.22931,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",8.17431,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",9.14048,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",7.61996,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",7.34493,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2014",7.49681,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2015",7.06615,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2016",6.63938,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2017",6.6895,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2018",6.72623,
"NOR","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2019",6.66793,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1990",33.48394,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","1995",32.43444,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2000",27.9787,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2005",26.99778,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2010",27.36475,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2011",27.15801,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2012",24.68245,
"POL","POLLUTIONEXP","EXPOS2PM25","MICGRCUBM","A","2013",23.7758,
